id	date	source	rating_numerator	rating_denominator	rate	name	dog_stage	favorite_count	retweet_count	image	predicted_dog
831315979191906304	2017/02/14	Twitter Web Client	13	10	1.3	None	pupper	7117	1264	https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg	
831309418084069378	2017/02/14	Twitter for iPhone	12	10	1.2	Scooter	None	12819	2786	https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg	DOBERMAN
831262627380748289	2017/02/13	Twitter for iPhone	12	10	1.2	Tucker	None	13066	2350	https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg	COCKER_SPANIEL
830956169170665475	2017/02/13	Twitter for iPhone	12	10	1.2	Reggie	None	8735	1735	https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg	KUVASZ
830583320585068544	2017/02/12	Twitter for iPhone	13	10	1.3	Lilly	None	73397	19297	https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg	LABRADOR_RETRIEVER
830173239259324417	2017/02/10	Twitter for iPhone	12	10	1.2	Kyro	None	0	6554		
830097400375152640	2017/02/10	Twitter for iPhone	13	10	1.3	Samson	None	10804	3455	https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg	
829878982036299777	2017/02/10	Twitter for iPhone	12	10	1.2	Loki	doggo	0	5757	https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg	GOLDEN_RETRIEVER
829861396166877184	2017/02/10	Twitter for iPhone	12	10	1.2	Mia	None	13441	2243	https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg	BORDER_TERRIER
829501995190984704	2017/02/09	Twitter for iPhone	12	10	1.2	Leo	None	34913	12224	https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg	FRENCH_BULLDOG
829449946868879360	2017/02/08	Twitter for iPhone	11	10	1.1	None	doggo	11519	2329	https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg	LABRADOR_RETRIEVER
829374341691346946	2017/02/08	Twitter for iPhone	13	10	1.3	Astrid	doggo	38074	10706	https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg	STAFFORDSHIRE_BULLTERRIER
829141528400556032	2017/02/08	Twitter for iPhone	12	10	1.2	Malcolm	None	26952	8530	https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg	COCKER_SPANIEL
829011960981237760	2017/02/07	Twitter for iPhone	13	10	1.3	Dexter	None	58302	18627	https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg	DALMATIAN
828801551087042563	2017/02/07	Twitter for iPhone	12	10	1.2	Gus	None	0	3901		
828770345708580865	2017/02/07	Twitter for iPhone	13	10	1.3	Alfie	None	28085	6746	https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg	SEAT_BELT
828708714936930305	2017/02/06	Twitter for iPhone	10	10	1.0	Fiona	None	40241	12882	https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg	HIPPOPOTAMUS
828650029636317184	2017/02/06	Twitter for iPhone	14	10	1.4	one	None	10467	1544	https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg	GOLDEN_RETRIEVER
828409743546925057	2017/02/06	Twitter for iPhone	12	10	1.2	Mutt	None	6898	1305	https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg	TEDDY
828408677031882754	2017/02/06	Twitter for iPhone	12	10	1.2	Bear	None	8398	1477	https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg	WEIMARANER
828381636999917570	2017/02/05	Twitter for iPhone	14	10	1.4	Doobert	doggo	13864	2554	https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg	BEDLINGTON_TERRIER
828376505180889089	2017/02/05	Twitter for iPhone	13	10	1.3	Beebop	None	8112	1216	https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg	AMERICAN_STAFFORDSHIRE_TERRIER
828372645993398273	2017/02/05	Twitter for iPhone	12	10	1.2	Alexander	None	13756	3344	https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg	MALAMUTE
828361771580813312	2017/02/05	Twitter Web Client	12	10	1.2	None	None	2408	195		
828046555563323392	2017/02/05	Twitter for iPhone	13	10	1.3	Sailer	None	12923	3260	https://pbs.twimg.com/media/C33P8PrUcAMiQQs.jpg	BOATHOUSE
828011680017821696	2017/02/04	Twitter for iPhone	11	10	1.1	Brutus	None	11411	2451	https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg	AMERICAN_STAFFORDSHIRE_TERRIER
827933404142436356	2017/02/04	Twitter for iPhone	12	10	1.2	Kona	pupper	22180	5987	https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg	TIBETAN_MASTIFF
827653905312006145	2017/02/03	Twitter for iPhone	12	10	1.2	Boots	None	16983	3433	https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg	COLLIE
827600520311402496	2017/02/03	Twitter for iPhone	13	10	1.3	Tucker	None	8143	1082	https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg	PEMBROKE
827324948884643840	2017/02/03	Twitter for iPhone	12	10	1.2	Ralphie	None	17523	3510	https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg	GOLDEN_RETRIEVER
827228250799742977	2017/02/02	Twitter for iPhone	12	10	1.2	Phil	None	0	13517		
827199976799354881	2017/02/02	Twitter for iPhone	13	10	1.3	Charlie	None	11659	2579	https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg	
826958653328592898	2017/02/02	Twitter for iPhone	12	10	1.2	Loki	doggo	23767	5757	https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg	GOLDEN_RETRIEVER
826848821049180160	2017/02/01	Twitter for iPhone	13	10	1.3	Cupid	doggo	40325	11878	https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg	
826615380357632002	2017/02/01	Twitter for iPhone	10	10	1.0	None	None	0	4521		
826598799820865537	2017/02/01	Twitter for iPhone	7	10	0.7	None	None	5637	292		
826598365270007810	2017/02/01	Twitter for iPhone	13	10	1.3	Pawnd	None	11117	2709	https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg	FRENCH_BULLDOG
826476773533745153	2017/01/31	Twitter for iPhone	12	10	1.2	Pilot	doggo	20275	4821	https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg	GERMAN_SHEPHERD
826240494070030336	2017/01/31	Twitter for iPhone	11	10	1.1	None	None	14614	2965	https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg	FRENCH_BULLDOG
826204788643753985	2017/01/30	Twitter for iPhone	13	10	1.3	None	doggo	5361	1075	https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg	GOLDEN_RETRIEVER
826115272272650244	2017/01/30	Twitter for iPhone	13	10	1.3	Ike	None	17299	3599	https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg	TENNIS_BALL
825876512159186944	2017/01/30	Twitter for iPhone	11	10	1.1	Mo	None	11525	2146	https://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg	SHOPPING_CART
825829644528148480	2017/01/29	Twitter for iPhone	12	10	1.2	Toby	None	14025	2848	https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg	GOLDEN_RETRIEVER
825535076884762624	2017/01/29	Twitter for iPhone	14	10	1.4	None	puppo	56413	19669	https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg	ROTTWEILER
825147591692263424	2017/01/28	Twitter for iPhone	13	10	1.3	Sweet	None	20181	5244	https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg	PEKINESE
825120256414846976	2017/01/27	Twitter for iPhone	12	10	1.2	Pablo	puppo	0	1483		
825026590719483904	2017/01/27	Twitter for iPhone	12	10	1.2	Pablo	puppo	7020	1483	https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg	SIBERIAN_HUSKY
824796380199809024	2017/01/27	Twitter for iPhone	11	10	1.1	Bailey	None	0	6288	https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg	HARVESTER
824775126675836928	2017/01/27	Twitter for iPhone	12	10	1.2	Scooter	None	16508	4069	https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg	BORDER_TERRIER
824663926340194305	2017/01/26	Twitter for iPhone	13	10	1.3	Wilson	None	11113	1993	https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg	ENGLISH_SETTER
824325613288833024	2017/01/25	Twitter for iPhone	13	10	1.3	None	pupper	12999	11848	https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg	PEMBROKE
824297048279236611	2017/01/25	Twitter for iPhone	11	10	1.1	Nala	None	16625	4463	https://pbs.twimg.com/media/C3B9ypNWEAM1bVs.jpg	JIGSAW_PUZZLE
824025158776213504	2017/01/24	Twitter for iPhone	14	10	1.4	None	None	5255	679		
823939628516474880	2017/01/24	Twitter for iPhone	12	10	1.2	Cash	None	11755	3123	https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg	SCHIPPERKE
823719002937630720	2017/01/24	Twitter for iPhone	12	10	1.2	Balto	None	0	12953		
823699002998870016	2017/01/24	Twitter for iPhone	12	10	1.2	Winston	None	13826	2772	https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg	CAIRN
823581115634085888	2017/01/23	Twitter for iPhone	11	10	1.1	Crawford	None	14376	3031	https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg	DINGO
823333489516937216	2017/01/23	Twitter for iPhone	13	10	1.3	None	None	777	31		
823322678127919110	2017/01/23	Twitter for iPhone	11	10	1.1	Wyatt	None	17437	4637	https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg	CHIHUAHUA
823269594223824897	2017/01/22	Twitter for iPhone	11	10	1.1	None	None	0	11421	https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg	SAMOYED
822975315408461824	2017/01/22	Twitter for iPhone	12	10	1.2	Albus	None	19139	3958	https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg	BATHTUB
822872901745569793	2017/01/21	Twitter for iPhone	13	10	1.3	None	puppo	132810	48265	https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg	LAKELAND_TERRIER
822859134160621569	2017/01/21	Twitter for iPhone	12	10	1.2	Hobbes	None	14576	2622	https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg	MALINOIS
822647212903690241	2017/01/21	Twitter for iPhone	13	10	1.3	Paisley	None	0	7390	https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg	SAMOYED
822610361945911296	2017/01/21	Twitter for iPhone	12	10	1.2	None	None	16327	3423	https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg	COCKER_SPANIEL
822489057087389700	2017/01/20	Twitter for iPhone	13	10	1.3	Paisley	None	20083	7390	https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg	SAMOYED
822462944365645825	2017/01/20	Twitter for iPhone	14	10	1.4	Gabe	pupper	31800	17209	https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg	MALTESE_DOG
822244816520155136	2017/01/20	Twitter for iPhone	11	10	1.1	None	None	38832	11421	https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg	SAMOYED
822163064745328640	2017/01/19	Twitter for iPhone	11	10	1.1	Mattie	None	0	5571		
821886076407029760	2017/01/19	Twitter for iPhone	13	10	1.3	Jimison	None	12582	2692	https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg	GOLDEN_RETRIEVER
821813639212650496	2017/01/18	Twitter for iPhone	12	10	1.2	Hercules	None	0	3839	https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg	SAINT_BERNARD
821765923262631936	2017/01/18	Twitter for iPhone	13	10	1.3	Duchess	doggo	9317	1899	https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg	GOLDEN_RETRIEVER
821522889702862852	2017/01/18	Twitter for iPhone	13	10	1.3	Harlso	None	8871	2030	https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg	DOBERMAN
821421320206483457	2017/01/17	Twitter for iPhone	12	10	1.2	Sampson	doggo	0	6470		
821407182352777218	2017/01/17	Twitter for iPhone	14	10	1.4	Sundance	doggo	13075	5053	https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg	IRISH_SETTER
821153421864615936	2017/01/17	Twitter for iPhone	13	10	1.3	None	None	280	10		
821149554670182400	2017/01/17	Twitter for iPhone	12	10	1.2	Luca	None	9718	2320	https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg	GERMAN_SHEPHERD
821107785811234820	2017/01/16	Twitter for iPhone	11	10	1.1	None	doggo	10645	2487	https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg	POMERANIAN
821044531881721856	2017/01/16	Twitter for iPhone	12	10	1.2	Flash	None	14021	2636	https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg	OLD_ENGLISH_SHEEPDOG
820837357901512704	2017/01/16	Twitter for iPhone	12	10	1.2	Finn	None	0	7733		
820749716845686786	2017/01/15	Twitter for iPhone	13	10	1.3	Sunny	None	34984	11525	https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg	PEKINESE
820690176645140481	2017/01/15	Twitter for iPhone	84	70	1.2	None	None	13518	3716	https://pbs.twimg.com/media/C2OtWr0VQAEnS9r.jpg	KUVASZ
820494788566847489	2017/01/15	Twitter for iPhone	14	10	1.4	None	None	0	648		
820446719150292993	2017/01/15	Twitter for iPhone	13	10	1.3	Peaches	None	0	2980	https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg	LABRADOR_RETRIEVER
820314633777061888	2017/01/14	Twitter for iPhone	14	10	1.4	None	None	3706	648	https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg	BLACK-AND-TAN_COONHOUND
820078625395449857	2017/01/14	Twitter for iPhone	12	10	1.2	None	None	21979	7246	https://pbs.twimg.com/media/C2GBJADWIAQvcNb.jpg	CRANE
820013781606658049	2017/01/13	Twitter for iPhone	13	10	1.3	Oliver	puppo	0	1369		
819952236453363712	2017/01/13	Twitter for iPhone	13	10	1.3	Oliver	puppo	5927	1369	https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg	AMERICAN_STAFFORDSHIRE_TERRIER
819924195358416896	2017/01/13	Twitter for iPhone	11	10	1.1	None	doggo	14305	5607	https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg	BATHTUB
819711362133872643	2017/01/13	Twitter for iPhone	11	10	1.1	Howie	None	14916	3604	https://pbs.twimg.com/media/C2AzHjQWQAApuhf.jpg	TOILET_SEAT
819588359383371776	2017/01/12	Twitter for iPhone	13	10	1.3	Jazzy	None	10606	2271	https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg	CARDIGAN
819347104292290561	2017/01/12	Twitter for iPhone	12	10	1.2	Anna	None	8008	1383	https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg	DOBERMAN
819238181065359361	2017/01/11	Twitter Web Client	10	10	1.0	None	pupper	2550	462		
819227688460238848	2017/01/11	Twitter for iPhone	12	10	1.2	Finn	None	25652	7733	https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg	BORDER_TERRIER
819015337530290176	2017/01/11	Twitter for iPhone	14	10	1.4	Bo	doggo	0	42228	https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg	STANDARD_POODLE
819015331746349057	2017/01/11	Twitter for iPhone	14	10	1.4	Sunny	doggo	0	21794	https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg	
819006400881917954	2017/01/11	Twitter for iPhone	14	10	1.4	Sunny	doggo	49960	21794	https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg	
819004803107983360	2017/01/11	Twitter for iPhone	14	10	1.4	Bo	doggo	95450	42228	https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg	STANDARD_POODLE
818646164899774465	2017/01/10	Twitter for iPhone	11	10	1.1	Seamus	None	0	24069		
818627210458333184	2017/01/10	Twitter for iPhone	13	10	1.3	Wafer	None	24597	8564	https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg	LABRADOR_RETRIEVER
818614493328580609	2017/01/10	Twitter for iPhone	12	10	1.2	Bear	None	10971	2982	https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg	
818588835076603904	2017/01/09	Twitter for iPhone	11	10	1.1	Chelsea	pupper	0	7126	https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg	NORWEGIAN_ELKHOUND
818536468981415936	2017/01/09	Twitter for iPhone	11	10	1.1	Tom	None	12127	2873	https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg	SWING
818307523543449600	2017/01/09	Twitter for iPhone	13	10	1.3	Moose	None	0	9366		
818259473185828864	2017/01/09	Twitter for iPhone	12	10	1.2	Florence	None	12197	2621	https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg	MINIATURE_SCHNAUZER
818145370475810820	2017/01/08	Twitter for iPhone	11	10	1.1	Autumn	None	13671	3014	https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg	GOLDEN_RETRIEVER
817908911860748288	2017/01/08	Twitter for iPhone	12	10	1.2	None	None	5356	906		
817827839487737858	2017/01/07	Twitter for iPhone	13	10	1.3	Buddy	None	57622	31314	https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg	COCKER_SPANIEL
817777686764523521	2017/01/07	Twitter for iPhone	13	10	1.3	Dido	pupper	11901	3084	https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg	CURLY-COATED_RETRIEVER
817536400337801217	2017/01/07	Twitter for iPhone	12	10	1.2	Eugene	None	13105	3505	https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg	FRENCH_BULLDOG
817502432452313088	2017/01/06	Twitter for iPhone	7	10	0.7	Herschel	pupper	0	3917		
817423860136083457	2017/01/06	Twitter for iPhone	13	10	1.3	Ken	None	38260	17504	https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg	ICE_BEAR
817415592588222464	2017/01/06	Twitter for iPhone	11	10	1.1	Strudel	None	6267	1131	https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg	DOBERMAN
817181837579653120	2017/01/06	Twitter for iPhone	13	10	1.3	None	pupper	0	9907	https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg	TIBETAN_MASTIFF
817171292965273600	2017/01/06	Twitter for iPhone	13	10	1.3	Tebow	None	9690	2326	https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg	GOLDEN_RETRIEVER
817120970343411712	2017/01/05	Twitter for iPhone	13	10	1.3	None	None	13367	3011	https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg	SALUKI
817056546584727552	2017/01/05	Twitter for iPhone	11	10	1.1	Chloe	None	9517	1927	https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg	KELPIE
816829038950027264	2017/01/05	Twitter for iPhone	12	10	1.2	Betty	puppo	0	5496	https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg	DISHWASHER
816816676327063552	2017/01/05	Twitter for iPhone	12	10	1.2	Timber	None	11071	2361	https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg	MALAMUTE
816697700272001025	2017/01/04	Twitter for iPhone	12	10	1.2	Binky	None	10905	2545	https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg	CHIHUAHUA
816450570814898180	2017/01/04	Twitter for iPhone	13	10	1.3	Moose	None	33961	9366	https://pbs.twimg.com/media/C1SddosXUAQcVR1.jpg	WEB_SITE
816336735214911488	2017/01/03	Twitter for iPhone	11	10	1.1	Dudley	None	9564	2269	https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg	LABRADOR_RETRIEVER
816091915477250048	2017/01/03	Twitter for iPhone	12	10	1.2	Comet	None	9927	2500	https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg	PAPILLON
816062466425819140	2017/01/02	Twitter for iPhone	11	10	1.1	Jack	None	0	1207		
816014286006976512	2017/01/02	Twitter for iPhone	11	10	1.1	Larry	None	0	6154	https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg	ENGLISH_SETTER
815990720817401858	2017/01/02	Twitter for iPhone	11	10	1.1	Jack	None	5545	1207	https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg	CHIHUAHUA
815966073409433600	2017/01/02	Twitter for iPhone	13	10	1.3	None	pupper	25057	9907	https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg	TIBETAN_MASTIFF
815745968457060357	2017/01/02	Twitter for iPhone	12	10	1.2	Levi	None	0	4797		
815736392542261248	2017/01/02	Twitter for iPhone	11	10	1.1	Akumi	None	10937	2625	https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg	COLLIE
815639385530101762	2017/01/01	Twitter for iPhone	12	10	1.2	Titan	None	9161	1918	https://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg	GERMAN_SHEPHERD
815390420867969024	2017/01/01	Twitter for iPhone	13	10	1.3	None	None	11467	4407	https://pbs.twimg.com/media/C1DZQiTXgAUqgRI.jpg	RESTAURANT
814986499976527872	2016/12/31	Twitter for iPhone	11	10	1.1	Cooper	pupper	8485	1505	https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg	DALMATIAN
814638523311648768	2016/12/30	Twitter for iPhone	12	10	1.2	Olivia	None	12511	3130	https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg	KUVASZ
814578408554463233	2016/12/29	Twitter for iPhone	9	10	0.9	Beau	None	0	6750		
814530161257443328	2016/12/29	Twitter for iPhone	12	10	1.2	Alf	None	9629	2156	https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg	MINIATURE_POODLE
814153002265309185	2016/12/28	Twitter for iPhone	12	10	1.2	Oshie	None	32000	10080	https://pbs.twimg.com/media/C0xz04SVIAAeyDb.jpg	GOLDEN_RETRIEVER
813944609378369540	2016/12/28	Twitter for iPhone	11	10	1.1	Bruce	None	0	3732	https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg	LABRADOR_RETRIEVER
813910438903693312	2016/12/28	Twitter for iPhone	11	10	1.1	Chubbs	doggo	10342	2194	https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg	SIBERIAN_HUSKY
813812741911748608	2016/12/27	Twitter for iPhone	14	10	1.4	Gary	None	40402	16267	https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg	FRENCH_BULLDOG
813800681631023104	2016/12/27	Twitter for iPhone	12	10	1.2	Sky	None	9300	2060	https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg	MALAMUTE
813217897535406080	2016/12/26	Twitter for iPhone	13	10	1.3	Atlas	None	20783	8476	https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg	SAMOYED
813202720496779264	2016/12/26	Twitter for iPhone	11	10	1.1	None	doggo	10192	2090	https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg	COCKER_SPANIEL
813187593374461952	2016/12/26	Twitter for iPhone	13	10	1.3	None	None	22085	5096	https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg	GOLDEN_RETRIEVER
813172488309972993	2016/12/26	Twitter for iPhone	12	10	1.2	Eleanor	None	10384	2236	https://pbs.twimg.com/media/C0j4EESUsAABtMq.jpg	DOORMAT
813157409116065792	2016/12/25	Twitter for iPhone	12	10	1.2	Layla	None	8588	2557	https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg	PEMBROKE
813142292504645637	2016/12/25	Twitter for iPhone	13	10	1.3	None	None	9361	2728	https://pbs.twimg.com/media/C0jcmOKVQAAd0VR.jpg	ITALIAN_GREYHOUND
813130366689148928	2016/12/25	Twitter for iPhone	12	10	1.2	None	None	4968	513		
813127251579564032	2016/12/25	Twitter for iPhone	11	10	1.1	None	doggo	13242	3652	https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg	NORWEGIAN_ELKHOUND
813112105746448384	2016/12/25	Twitter for iPhone	12	10	1.2	Toby	None	11515	3225	https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg	DINGO
813096984823349248	2016/12/25	Twitter for iPhone	11	10	1.1	Rocky	doggo	11694	4207	https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg	GREAT_DANE
813081950185472002	2016/12/25	Twitter for iPhone	11	10	1.1	Baron	None	10989	3220	https://pbs.twimg.com/media/C0ilsa1XUAEHK_k.jpg	KELPIE
813066809284972545	2016/12/25	Twitter for iPhone	12	10	1.2	Tyr	None	8865	2276	https://pbs.twimg.com/media/C0iX8OOVEAEIpMC.jpg	TOY_TERRIER
813051746834595840	2016/12/25	Twitter for iPhone	13	10	1.3	Bauer	None	23337	8503	https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg	GOLDEN_RETRIEVER
812781120811126785	2016/12/24	Twitter for iPhone	10	10	1.0	Swagger	None	8380	2191	https://pbs.twimg.com/media/C0eUHfWUAAANEYr.jpg	BULL_MASTIFF
812747805718642688	2016/12/24	Twitter for iPhone	10	10	1.0	Sammy	None	0	8067		
812709060537683968	2016/12/24	Twitter for iPhone	12	10	1.2	Brandi	None	7373	1665	https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg	IRISH_SETTER
812503143955202048	2016/12/24	Twitter for iPhone	13	10	1.3	None	None	6787	1424	https://pbs.twimg.com/media/C0aXTLqXEAADxBi.jpg	WEB_SITE
812466873996607488	2016/12/24	Twitter for iPhone	12	10	1.2	Mary	None	8900	2231	https://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg	BATH_TOWEL
812372279581671427	2016/12/23	Twitter for iPhone	13	10	1.3	Moe	None	15224	4252	https://pbs.twimg.com/media/C0YgO3DW8AAz98O.jpg	COCKER_SPANIEL
811985624773361665	2016/12/22	Twitter for iPhone	11	10	1.1	Ted	None	8102	1647	https://pbs.twimg.com/media/C0TAnZIUAAAADKs.jpg	STAFFORDSHIRE_BULLTERRIER
811744202451197953	2016/12/22	Twitter for iPhone	13	10	1.3	Halo	None	8429	1884	https://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg	PEKINESE
811647686436880384	2016/12/21	Twitter for iPhone	11	10	1.1	None	None	6215	872		
811627233043480576	2016/12/21	Twitter for iPhone	10	10	1.0	Augie	None	14265	3650	https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg	BEAGLE
811386762094317568	2016/12/21	Twitter for iPhone	11	10	1.1	Craig	pupper	23302	7444	https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg	PEMBROKE
810984652412424192	2016/12/19	Twitter for iPhone	24	7	3.4285714285714284	Sam	None	5927	1655	https://pbs.twimg.com/media/C0EyPZbXAAAceSc.jpg	GOLDEN_RETRIEVER
810896069567610880	2016/12/19	Twitter for iPhone	11	10	1.1	Hunter	None	10093	2090	https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg	FLAT-COATED_RETRIEVER
810657578271330305	2016/12/19	Twitter for iPhone	11	10	1.1	Pavlov	None	12192	3057	https://pbs.twimg.com/media/C0AIwgVXAAAc1Ig.jpg	MALAMUTE
810284430598270976	2016/12/18	Twitter for iPhone	13	10	1.3	Phil	None	39640	13369	https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg	MALAMUTE
